image_path,question,answer,prediction,correct,meteor,f1,accuracy,bertscore_precision,bertscore_recall,bertscore_f1,bartscore,rouge_l_f1
79/7901eb49.jpg,What is the knob's color?,Golden,gold,False,0.5,0,0,0.902298450469971,0.902298450469971,0.902298390865326,-4.24812364578247,0
a2/a25b2dd9.jpg,What color is the cabinet?,Pine,rustic,False,0,0,0,0.767373204231262,0.854700088500977,0.808685958385468,-7.32685661315918,0
f7/f7388174.jpg,What is the shoe's toe type?,Pointed,heel,False,0,0,0,0.923768818378449,0.84661591053009,0.883511185646057,-5.97684192657471,0
30/30b9863a.jpg,What color is the wagon?,Red,red,True,0.5,1,1,0.997771561145783,0.997771561145783,0.997771561145783,-3.31824803352356,1
47/47e29a39.jpg,What color are the shoes?,Black,Black,True,0.5,1,1,1,1,1,-1.87559509277344,1
b5/b51fc873.jpg,What fills the left basket?,Toys,,False,0,0,0,0,0,0,0,0
6d/6d7fb2a5.jpg,What color is the phone's bezel?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
15/15da03a6.jpg,Is the sole heeled?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
8f/8f846fe1.jpg,What time shows on the phone?,12:45,,False,0,0,0,0,0,0,0,0
6a/6aa736e1.jpg,What is the material?,Suede,leather,False,0,0,0,0.884515166282654,0.801654100418091,0.841048657894135,-5.21811389923096,0
c4/c4ff119f.jpg,What is the shoe's pattern?,Python,snake,False,0,0,0,0.93940395116806,0.93940395116806,0.93940395116806,-6.67360544204712,0
2f/2f8136cb.jpg,What color is the sky?,Orange,sky blue,False,0,0,0,0.824211359024048,0.842291176319122,0.833153247833252,-7.99871587753296,0
c2/c29b6579.jpg,Is material smooth?,No,yes,False,0,0,0,0.994562923908234,0.994562923908234,0.994562923908234,-6.40286588668823,0
fc/fc15bd62.jpg,What shape are the visible figures?,Stars,stars,True,0.5,1,1,0.99963241815567,0.99963241815567,0.99963241815567,-3.00558638572693,1
fa/fa1c82af.jpg,What material are the bars?,Silver,black,False,0,0,0,0.999455273151398,0.999455273151398,0.999455273151398,-6.9587254524231,0
6b/6bf7f70a.jpg,What is the cover's design?,Sparkle,Glitter,False,0,0,0,0.806953907012939,0.923080921173096,0.861119985580444,-4.47043514251709,0
6e/6eb4ea2d.jpg,What color is the pillow?,Grey,grey,True,0.5,1,1,0.985765218734741,0.985765218734741,0.985765218734741,-3.08749032020569,1
77/771d3d99.jpg,Is the chair wooden?,Yes,no,False,0,0,0,0.999335289001465,0.999335289001465,0.999335289001465,-6.60765647888184,0
1d/1de9e295.jpg,What color is the wallet?,Brown,brown,True,0.5,1,1,0.998386085033417,0.998386085033417,0.998386085033417,-3.52364277839661,1
6b/6b1ee9ee.jpg,What color is the trashcan?,Green,green,True,0.5,1,1,0.964728713035584,0.964728713035584,0.964728713035584,-3.96884346008301,1
b6/b638e817.jpg,What animal is pictured?,Lion,lion,True,0.5,1,1,0.999619841575623,0.999619841575623,0.999619841575623,-3.28269577026367,1
aa/aa7cc2a8.jpg,What is the brand name?,Amazonbasics,amazon,False,0,0,0,0.793762803077698,0.794602274894714,0.794182360172272,-6.17663192749023,0
4f/4fd672e0.jpg,What type of rings hold the curtains?,Eyelet,grommets,False,0.5,0,0,0.768565118312836,0.818588852882385,0.792788684368134,-7.86569976806641,0
3d/3de1a8cc.jpg,What color is the shelf?,Walnut,brown,False,0,0,0,0.931176602840424,0.793751418590546,0.856989681720734,-7.47080326080322,0
af/afa6248c.jpg,What type of jewelry is shown?,Necklace,,False,0,0,0,0,0,0,0,0
e4/e457fd56.jpg,What shape is the handle?,Curved,,False,0,0,0,0,0,0,0,0
4f/4f23f90f.jpg,What shape is the bulb?,Round,a,False,0,0,0,0.999161005020142,0.999161005020142,0.999161005020142,-8.07519149780273,0
81/81e5710b.jpg,What is the funnel's material?,Silicone,polypropylene,False,0,0,0,0.797950029373169,0.859563231468201,0.82761150598526,-6.01548576354981,0
ea/eacb358d.jpg,Is there an Apple logo?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
6a/6a423881.jpg,What is the curtain's material?,Fabric,polyester,False,0,0,0,0.767464399337769,0.903761386871338,0.830055058002472,-5.73355770111084,0
24/24522710.jpg,What color are the screws?,Silver,black,False,0,0,0,0.999455273151398,0.999455273151398,0.999455273151398,-6.9587254524231,0
14/148ccf3a.jpg,What is the design element?,Tree,,False,0,0,0,0,0,0,0,0
99/99193355.jpg,Is the ring shiny?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
b9/b9f79471.jpg,What color are the shoes?,Brown,brown,True,0.5,1,1,0.998386085033417,0.998386085033417,0.998386085033417,-3.52364277839661,1
04/048bd865.jpg,What is the color of the wall?,Yellow,,False,0,0,0,0,0,0,0,0
ac/ac76da32.jpg,What color is the topmost highlighter?,Pink,,False,0,0,0,0,0,0,0,0
d3/d3bc3eb7.jpg,What shape is the pendant?,Heart,Heart,True,0.5,1,1,0.999999940395355,0.999999940395355,0.999999940395355,-2.13915920257568,1
72/7234faa3.jpg,What material is the clasp?,Steel,stainless steel,False,0.454545454545454,0.666666666666667,0,0.849705100059509,0.916731953620911,0.881946861743927,-7.28182220458984,0.666666666666667
7c/7cab9cc3.jpg,What color is the base?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
61/6199e5bb.jpg,Is the mirror rectangular?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
e7/e7c53a71.jpg,How many corners are visible?,Four,none,False,0,0,0,0.998244822025299,0.998244822025299,0.998244822025299,-6.92996454238892,0
5b/5bb35442.jpg,What shape is the handle?,Arch,,False,0,0,0,0,0,0,0,0
12/120574e4.jpg,What color are the mittens?,Brown,brown,True,0.5,1,1,0.998386085033417,0.998386085033417,0.998386085033417,-3.52364277839661,1
ef/eff0f3e9.jpg,What is the case's primary color?,Gold,Gold,True,0.5,1,1,1,1,1,-1.97959136962891,1
c4/c495c531.jpg,What color are the laces?,Pink,red,False,0,0,0,0.997615396976471,0.997615396976471,0.997615396976471,-6.03174066543579,0
ed/edbd738e.jpg,Are suitcases softsided or hardsided?,Softsided,softsided,True,0.5,1,1,0.997289657592773,0.997289657592773,0.997289657592773,-2.72304749488831,1
27/277506e1.jpg,What color are the shoes?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
02/02f64f1b.jpg,What is the visor's color?,White,white,True,0.5,1,1,0.998453080654144,0.998453080654144,0.998453080654144,-3.35094952583313,1
75/75480176.jpg,What is the liquid's color?,Transparent,white,False,0,0,0,0.929321646690369,0.820991933345795,0.871804475784302,-6.64782762527466,0
ff/ff056472.jpg,How many striped hats are there?,Two,,False,0,0,0,0,0,0,0,0
a4/a4cd0c4a.jpg,What shape is the USB port?,Rectangular,USB,False,0,0,0,0.907334864139557,0.788593769073486,0.843807458877564,-6.15454578399658,0
3b/3b443e4d.jpg,What material is the case?,Hard,acrylic,False,0,0,0,0.999607384204865,0.999607384204865,0.999607384204865,-8.71676158905029,0
25/25991f7f.jpg,What color is the lamp?,Pink,red,False,0,0,0,0.997615396976471,0.997615396976471,0.997615396976471,-6.03174066543579,0
25/25e6f8e8.jpg,What word is written on the case?,Queen,queen,True,0.5,1,1,0.999696433544159,0.999696433544159,0.999696433544159,-5.70635080337524,1
4c/4c12eab3.jpg,How many knobs are visible?,Three,none.,False,0,0,0,0.969249963760376,0.938569307327271,0.953662931919098,-7.10742950439453,0
15/1598ff60.jpg,What letter is displayed?,P,p,True,0.5,1,1,0.999027609825134,0.999027609825134,0.999027609825134,-4.51052761077881,1
b9/b9ceabb7.jpg,Is there a hole?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
7d/7dcd98bc.jpg,What pattern does the case have?,Chevron,chevron,True,0.5,1,1,0.737825989723206,0.902944386005402,0.81207686662674,-3.34951663017273,1
26/26d133c6.jpg,What numerals are on clock?,Roman,numerals,False,0,0,0,0.814429998397827,0.919509708881378,0.863785862922668,-7.49906730651856,0
eb/ebc32977.jpg,What color are the shoes?,Green,green,True,0.5,1,1,0.964728713035584,0.964728713035584,0.964728713035584,-3.96884346008301,1
d3/d3480540.jpg,What color is the sleeve?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
c7/c775a3fe.jpg,How many handles are present?,Two,2,False,0.5,0,0,0.998938500881195,0.998938500881195,0.998938500881195,-4.78068494796753,0
35/3560da75.jpg,What shape are the painted blocks?,Square,,False,0,0,0,0,0,0,0,0
8f/8f588e9b.jpg,What animal is printed?,Panda,Panda,True,0.5,1,1,0.999999940395355,0.999999940395355,0.999999940395355,-2.1004581451416,1
f9/f9d5556d.jpg,Is the cord attached?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
7b/7b8991a0.jpg,What color is the tree?,Gray,grey,False,0.5,0,0,0.984743416309357,0.984743416309357,0.984743416309357,-6.14166593551636,0
f7/f7312d0e.jpg,What color is the blanket?,Blue,blue,True,0.5,1,1,0.96493798494339,0.96493798494339,0.96493798494339,-4.3257908821106,1
e9/e9f5cf28.jpg,Is the material shiny?,No,no,True,0.5,1,1,0.999676465988159,0.999676465988159,0.999676465988159,-5.34809732437134,1
cb/cbe57791.jpg,Are the leaves real?,No,yes,False,0,0,0,0.994562923908234,0.994562923908234,0.994562923908234,-6.40286588668823,0
b1/b12eb570.jpg,What is the case's design?,Wheel,Wheel,True,0.5,1,1,1,1,1,-2.12550806999207,1
ea/eaafd530.jpg,What letter is visible?,L,l,True,0.5,1,1,0.996964991092682,0.996964991092682,0.996964991092682,-5.0209527015686,1
15/15168859.jpg,Is the texture coarse?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
ef/efbba760.jpg,What is the product's color?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
4d/4db24dc9.jpg,What room is the sofa in?,Living,Living Room,False,0.454545454545454,0.666666666666667,0,0.841701507568359,0.921195507049561,0.879656255245209,-4.17586183547974,0.666666666666667
8e/8e76e31b.jpg,Is there a mirror?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
eb/ebe958ee.jpg,What is the doll wearing?,Hat,,False,0,0,0,0,0,0,0,0
40/40b71ece.jpg,What is the background color?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
49/4976b771.jpg,What color is the rack?,Black,Black,True,0.5,1,1,1,1,1,-1.87559509277344,1
3e/3e39c3e6.jpg,What color is the shredder?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
29/29082333.jpg,Is there a bow?,Yes,no,False,0,0,0,0.999335289001465,0.999335289001465,0.999335289001465,-6.60765647888184,0
d1/d197e29b.jpg,What object is depicted?,Wood,wood,True,0.5,1,1,0.998958945274353,0.998958945274353,0.998958945274353,-4.52545261383057,1
bb/bb6ed3b1.jpg,What is the material?,Steel,stainless steel,False,0.454545454545454,0.666666666666667,0,0.849705100059509,0.916731953620911,0.881946861743927,-7.28182220458984,0.666666666666667
8f/8fde0107.jpg,What is covering the wire?,Braided,lightning cable,False,0,0,0,0.865297973155975,0.834533929824829,0.849637567996979,-6.95815134048462,0
b4/b4d1da08.jpg,What is the object depicted?,Car,love,False,0,0,0,0.998022556304932,0.998022556304932,0.998022556304932,-7.19487047195435,0
94/941bb9d6.jpg,What shape is the lampshade?,Dome,round,False,0,0,0,0.999525427818298,0.999525427818298,0.999525427818298,-6.92198324203491,0
10/1009221a.jpg,What shape is the table?,Round,oval,False,0,0,0,0.999616086483002,0.999616086483002,0.999616086483002,-7.62114381790161,0
c0/c05fe11d.jpg,What color is the unicorn?,White,unicorn,False,0,0,0,0.99820351600647,0.99820351600647,0.99820351600647,-6.41874170303345,0
2c/2c53dbf3.jpg,What color is predominant?,White,blue,False,0,0,0,0.953535497188568,0.953535497188568,0.953535497188568,-6.22272920608521,0
3e/3e6b22f3.jpg,How many hands?,Two,love,False,0,0,0,0.998999953269959,0.998999953269959,0.998999953269959,-6.91762971878052,0
b4/b4acc570.jpg,What color are the stars?,White,Black,False,0,0,0,0.999626636505127,0.999626636505127,0.999626636505127,-5.189293384552,0
4f/4f7ed736.jpg,Are there any hands present?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
d2/d22eba4d.jpg,Are the shoes formal?,No,NO,True,0.5,1,1,0.99970155954361,0.99970155954361,0.99970155954361,-3.80628323554993,1
80/80a20147.jpg,What shape is the base?,Square,round,False,0,0,0,0.998767793178558,0.998767793178558,0.998767793178558,-6.52570724487305,0
05/052aeb00.jpg,What color is the laces?,Black,brown,False,0,0,0,0.998665571212769,0.998665571212769,0.998665571212769,-6.26058959960938,0
45/45fb240d.jpg,What color is the main wallet?,Blue,blue,True,0.5,1,1,0.96493798494339,0.96493798494339,0.96493798494339,-4.3257908821106,1
46/46d26465.jpg,What is printed on the case?,Flowers,,False,0,0,0,0,0,0,0,0
ae/ae3b8eda.jpg,What animal is pictured?,Lion,lion,True,0.5,1,1,0.999619841575623,0.999619841575623,0.999619841575623,-3.28269577026367,1
f7/f7516408.jpg,How many flower-like shapes appear?,Several,Paisley,False,0,0,0,0.724264025688171,0.880071938037872,0.794602155685425,-7.07791662216187,0
fd/fd558179.jpg,What color are the pillowcases?,Pink,pink,True,0.5,1,1,0.998532176017761,0.998532176017761,0.998532176017761,-5.91878938674927,1
a7/a7853220.jpg,What color are the drawers?,Orange,orange,True,0.5,1,1,0.999448835849762,0.999448835849762,0.999448835849762,-3.44329333305359,1
77/77580d67.jpg,Is the product round?,Yes,Yes,True,0.5,1,1,0.99999988079071,0.99999988079071,0.99999988079071,-1.25064194202423,1
43/43ee9cea.jpg,What is the laces color?,Navy,green,False,0,0,0,0.962195634841919,0.962195634841919,0.962195575237274,-7.0537052154541,0
09/09adf8c4.jpg,What is the bulb count?,Six,wattage,False,0,0,0,0.793886780738831,0.886296689510345,0.837550520896912,-7.15933227539063,0
28/284f531b.jpg,What action is the person doing?,Dancing,dance,False,0.5,0,0,0.998778462409973,0.998778462409973,0.998778462409973,-4.94764041900635,1
8c/8cadf67e.jpg,How many connection points are visible?,Two,none,False,0,0,0,0.998766958713532,0.998766958713532,0.998766958713532,-7.24945020675659,0
06/06a75ef5.jpg,What is on the white label?,Text,"""Yoga""",False,0,0,0,0.832205295562744,0.894403994083405,0.862184345722199,-7.07827138900757,0
f8/f8d22509.jpg,What shape is featured?,Circle,circle,True,0.5,1,1,0.999660015106201,0.999660015106201,0.999660015106201,-3.30335474014282,1
6f/6f4db5b4.jpg,What shape are the holes?,Oval,,False,0,0,0,0,0,0,0,0
5f/5f77a2de.jpg,What shape is the cabinet?,Rectangular,,False,0,0,0,0,0,0,0,0
93/934b1e02.jpg,What color is the clock's frame?,Black,red,False,0,0,0,0.997748136520386,0.997748136520386,0.997748136520386,-5.75042963027954,0
fa/fa6339d0.jpg,What color is at the top?,Green,red,False,0,0,0,0.997827231884003,0.997827231884003,0.997827231884003,-6.42424011230469,0
ae/ae45830b.jpg,What color are the stripes?,Red,black,False,0,0,0,0.999327003955841,0.999327003955841,0.999327003955841,-5.73355627059937,0
e9/e9078d29.jpg,What type of shoes are these?,Sneakers,sneakers,True,0.5,1,1,0.922762632369995,0.826988041400909,0.872254192829132,-2.57757115364075,1
97/979ef892.jpg,What is the sole color?,Black,brown,False,0,0,0,0.998665571212769,0.998665571212769,0.998665571212769,-6.26058959960938,0
08/08cf69f1.jpg,What pattern is on the case?,Butterflies,,False,0,0,0,0,0,0,0,0
e9/e949694a.jpg,What color is prominent?,Yellow,yellow,True,0.5,1,1,0.98900294303894,0.98900294303894,0.98900294303894,-3.32913279533386,1
4a/4afc7edf.jpg,What pattern covers the case?,Wood,,False,0,0,0,0,0,0,0,0
ea/ea4fa44b.jpg,What color is the left side of the case?,Green,blue,False,0,0,0,0.955322027206421,0.955322027206421,0.955322027206421,-7.04384279251099,0
78/78c5c60e.jpg,What color are the stools?,Pink,peacock,False,0,0,0,0.81193995475769,0.922660946846008,0.863766729831696,-6.69454717636108,0
e9/e90d16d3.jpg,What is the item's color?,Blue,blue,True,0.5,1,1,0.96493798494339,0.96493798494339,0.96493798494339,-4.3257908821106,1
6a/6a8c2308.jpg,How many wheels are visible?,Four,,False,0,0,0,0,0,0,0,0
fe/fee865da.jpg,Is a camera hole visible?,Yes,NO,False,0,0,0,0.999445855617523,0.999445855617523,0.999445855617523,-5.98965072631836,0
a8/a88e336b.jpg,What word is printed near the opening?,Belini,,False,0,0,0,0,0,0,0,0
8b/8b6c375e.jpg,What is the case's pattern?,Butterflies,,False,0,0,0,0,0,0,0,0
f9/f9f7cc94.jpg,What color is 'renewed'?,Green,,False,0,0,0,0,0,0,0,0
c4/c4894042.jpg,How many stones are there?,Five,5,False,0.5,0,0,0.999575138092041,0.999575138092041,0.999575138092041,-5.36686563491821,0
3b/3be9b647.jpg,What is the window material?,Mesh,,False,0,0,0,0,0,0,0,0
d6/d69d45f5.jpg,What finish is visible?,Brass,satin,False,0,0,0,0.833852171897888,0.936785817146301,0.882327020168304,-6.59846782684326,0
c7/c7bcb0e4.jpg,What is the pattern shape?,Chevron,chevron,True,0.5,1,1,0.737825989723206,0.902944386005402,0.81207686662674,-3.34951663017273,1
29/292d945a.jpg,How many earrings?,Two,,False,0,0,0,0,0,0,0,0
4a/4a915ffc.jpg,What color is the shoe?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
87/879351c4.jpg,What color is the glitter?,Pink,Hello Kitty,False,0,0,0,0.819572925567627,0.925196170806885,0.869187474250793,-6.72673416137695,0
e1/e14d1daf.jpg,How many zippers are visible?,Two,zippers,False,0,0,0,0.793700993061066,0.888433933258057,0.838399946689606,-6.94351434707642,0
c9/c9d785d5.jpg,Is there a camera cutout?,Yes,Yes,True,0.5,1,1,0.99999988079071,0.99999988079071,0.99999988079071,-1.25064194202423,1
86/868ad039.jpg,What furniture type is shown?,Chair,armchair,False,0,0,0,0.798218369483948,0.912683665752411,0.851621985435486,-7.91438674926758,0
97/9796ee6e.jpg,Is it mostly black?,Yes,Yes,True,0.5,1,1,0.99999988079071,0.99999988079071,0.99999988079071,-1.25064194202423,1
df/df73875a.jpg,What type handle is visible?,Long,,False,0,0,0,0,0,0,0,0
b8/b8b4fcb7.jpg,What material are the vessels?,Stainless,Stainless steel,False,0.454545454545454,0.666666666666667,0,0.848769426345825,0.912003219127655,0.879250884056091,-2.95796918869019,0.666666666666667
7b/7b641750.jpg,What color is the container?,White,white,True,0.5,1,1,0.998453080654144,0.998453080654144,0.998453080654144,-3.35094952583313,1
bb/bb3a4b65.jpg,What color are the boards?,Brown,,False,0,0,0,0,0,0,0,0
2d/2d24e04e.jpg,How many binders are included?,Two,2,False,0.5,0,0,0.998938500881195,0.998938500881195,0.998938500881195,-4.78068494796753,0
d3/d3430d7d.jpg,What shape is this?,Round,,False,0,0,0,0,0,0,0,0
38/3868e87f.jpg,What is the shape of the phone cover?,Rectangular,,False,0,0,0,0,0,0,0,0
96/96b4f774.jpg,What color is the bottom part?,Black,yellow,False,0,0,0,0.988710463047028,0.988710463047028,0.988710463047028,-6.2136549949646,0
cb/cb2476de.jpg,What shape is the crescent?,Curved,,False,0,0,0,0,0,0,0,0
c0/c03aa6b6.jpg,What color is the cover?,White,brown,False,0,0,0,0.998188734054565,0.998188734054565,0.998188734054565,-5.87020444869995,0
a4/a4ab1fed.jpg,What fastens the shoe?,Laces,,False,0,0,0,0,0,0,0,0
10/107797b8.jpg,What color is the frame?,Brown,,False,0,0,0,0,0,0,0,0
1f/1f278eb0.jpg,What color are the blocks?,Brown,Black,False,0,0,0,0.999498188495636,0.999498188495636,0.999498188495636,-5.54062509536743,0
3f/3f3cadb7.jpg,What number is at top?,Twelve,,False,0,0,0,0,0,0,0,0
3e/3e29658d.jpg,What shape are the door handles?,Round,,False,0,0,0,0,0,0,0,0
0b/0bce4b50.jpg,What is the dominant color?,Brown,red.,False,0,0,0,0.954548120498657,0.90918242931366,0.931313097476959,-6.05560159683228,0
4c/4c12eab3.jpg,What shape is the base?,Round,,False,0,0,0,0,0,0,0,0
48/484fa6bc.jpg,What shape is the camera cutout?,Oval,,False,0,0,0,0,0,0,0,0
8f/8f574278.jpg,Is the bag empty?,No,Yes,False,0,0,0,0.999269306659699,0.999269306659699,0.999269306659699,-5.49802827835083,0
69/6982fbc0.jpg,How many stools are pictured?,Four,4,False,0.5,0,0,0.998288094997406,0.998288094997406,0.998288094997406,-4.83636283874512,0
d9/d9537134.jpg,What color is the phone case predominantly?,Yellow,Orange,False,0,0,0,0.999702394008637,0.999702394008637,0.999702394008637,-5.60799026489258,0
f5/f56f463e.jpg,What is the shoe's main color?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
69/696aa78c.jpg,How many screws are visible?,Two,0,False,0,0,0,0.976768791675568,0.976768791675568,0.976768791675568,-5.91769742965698,0
2b/2bb56850.jpg,Is there a moon?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
23/2331e054.jpg,What is the primary color?,Pink,,False,0,0,0,0,0,0,0,0
4f/4f5f46e7.jpg,What text is visible on the gloves?,amazonbasics,,False,0,0,0,0,0,0,0,0
12/121b0339.jpg,What is the lightbulb's finish?,Frosted,,False,0,0,0,0,0,0,0,0
0a/0aa1f903.jpg,What is the product's color?,Gold,gold,True,0.5,1,1,0.954769909381866,0.954769909381866,0.954769909381866,-3.88247299194336,1
ad/ad005a58.jpg,What color is the pendant?,Blue,Blue,True,0.5,1,1,1,1,1,-2.00664067268372,1
ca/ca7228a8.jpg,What shape is the planter?,Cylindrical,round,False,0,0,0,0.893601059913635,0.697261512279511,0.783315479755402,-5.55090665817261,0
86/861c5081.jpg,What color is the suitcase?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
6d/6d080c96.jpg,What is the case's primary color?,Brown,Orange,False,0,0,0,0.999336004257202,0.999336004257202,0.999336004257202,-5.58498811721802,0
2f/2f250466.jpg,What is the primary color of the denim?,Blue,blue,True,0.5,1,1,0.96493798494339,0.96493798494339,0.96493798494339,-4.3257908821106,1
9a/9a05b70e.jpg,How many knobs are visible?,Two,none,False,0,0,0,0.998766958713532,0.998766958713532,0.998766958713532,-7.24945020675659,0
bd/bd9b20bb.jpg,What is the shoe's dominant color?,Black,black,True,0.5,1,1,0.999658465385437,0.999658465385437,0.999658465385437,-3.81624293327332,1
60/601ee018.jpg,What object has a circular shape?,Camera,,False,0,0,0,0,0,0,0,0
0c/0c26dd91.jpg,What shape is predominant?,Stars,,False,0,0,0,0,0,0,0,0
17/179d8014.jpg,Is it hard or soft?,Hard,soft,False,0,0,0,0.999540448188782,0.999540448188782,0.999540448188782,-5.82273817062378,0
10/10774465.jpg,What shape is the shelf?,Triangular,triangle,False,0,0,0,0.916673064231873,0.80456554889679,0.856968402862549,-4.77012157440186,0
1f/1fbcb83c.jpg,Are there blocks present?,Yes,yes,True,0.5,1,1,0.995963573455811,0.995963573455811,0.995963573455811,-2.74147868156433,1
01/01a9a902.jpg,Is the case 3D?,Yes,Yes,True,0.5,1,1,0.99999988079071,0.99999988079071,0.99999988079071,-1.25064194202423,1
ae/ae0fee35.jpg,How many red lines are painted?,Two,,False,0,0,0,0,0,0,0,0
87/873b2036.jpg,What shape are the earrings?,Teardrop,teardrop,True,0.5,1,1,0.997807085514069,0.997807085514069,0.997807085514069,-2.90577411651611,1
