image_path,question,ground_truth,predicted_answer,exact_match,token_match,accuracy,f1_score,wup_score,meteor_score,bart_score,bertscore_precision,bertscore_recall,bertscore_f1
/kaggle/input/blip-dataset/images/images/small/a5/a53b9638.jpg,Is the necklace reflective?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/33/33170065.jpg,What pattern is on the case?,brick,floral,0.0,0.0,0.0,0.0,0.2,0.0,-5.811544418334961,0.9986443,0.9986443,0.9986443
/kaggle/input/blip-dataset/images/images/small/33/33170065.jpg,What is the color of the brick?,black,brown,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,-6.260589599609375,0.9987662,0.9987662,0.9987662
/kaggle/input/blip-dataset/images/images/small/33/33170065.jpg,What shape is the camera cutout?,rectangle,oval,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-5.759988784790039,0.99925524,0.99925524,0.99925524
/kaggle/input/blip-dataset/images/images/small/dd/dddfbbbb.jpg,What is the heel's height?,low,high,0.0,0.0,0.0,0.0,0.5,0.0,-6.2035088539123535,0.9997917,0.9997917,0.9997917
/kaggle/input/blip-dataset/images/images/small/dd/dddfbbbb.jpg,What is the material's pattern?,croc,croc,1.0,1.0,1.0,1.0,0.0,0.5,-2.857262134552002,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/dd/dddfbbbb.jpg,What type of shoe is this?,pump,slipon,0.0,0.0,0.0,0.0,0.0,0.0,-7.568607330322266,0.8473038,0.9325797,0.8878989
/kaggle/input/blip-dataset/images/images/small/3b/3b4bb555.jpg,What color is the monitor arm?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/3b/3b4bb555.jpg,What shape are the monitor mounting plates?,square,square,1.0,1.0,1.0,1.0,1.0,0.5,-5.159968852996826,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/3b/3b4bb555.jpg,Is the arm a double or single?,double,single,0.0,0.0,0.0,0.0,0.5,0.0,-6.531314373016357,0.99975765,0.99975765,0.99975765
/kaggle/input/blip-dataset/images/images/small/75/75d2622b.jpg,What shape is pendant?,idaho,state,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,-5.152807235717773,0.891132,0.78775936,0.83626324
/kaggle/input/blip-dataset/images/images/small/75/75d2622b.jpg,What is the necklace color?,silver,silver,1.0,1.0,1.0,1.0,1.0,0.5,-3.830038070678711,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/75/75d2622b.jpg,Is the chain linked?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/91/914f61b8.jpg,What color is prominent?,blue,blue,1.0,1.0,1.0,1.0,1.0,0.5,-4.325790882110596,1.0000002,1.0000002,1.0000002
/kaggle/input/blip-dataset/images/images/small/91/914f61b8.jpg,What shape is dominant?,rectangle,rectangle,1.0,1.0,1.0,1.0,1.0,0.5,-3.2299001216888428,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/91/914f61b8.jpg,Is the case decorated?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/c8/c8f0a702.jpg,What color are the cubes?,purple,purple,1.0,1.0,1.0,1.0,1.0,0.5,-3.2247114181518555,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/c8/c8f0a702.jpg,What is on the bags?,logo,letters,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-5.880527496337891,0.9971443,0.9971443,0.9971443
/kaggle/input/blip-dataset/images/images/small/c8/c8f0a702.jpg,How many zippers are visible?,four,three,0.0,0.0,0.0,0.0,0.875,0.0,-5.514183044433594,0.99992996,0.99992996,0.99992996
/kaggle/input/blip-dataset/images/images/small/90/90fe5f62.jpg,What shape is the mirror?,oval,square,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-7.714871406555176,0.99950993,0.99950993,0.99950993
/kaggle/input/blip-dataset/images/images/small/90/90fe5f62.jpg,What color is the frame?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/90/90fe5f62.jpg,Is this a vertical or horizontal mirror?,vertical,vertical,1.0,1.0,1.0,1.0,1.0,0.5,-2.54465913772583,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/08/089e64c9.jpg,What color is the clock's frame?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/08/089e64c9.jpg,What numerals are used on the clock face?,roman,roman,1.0,1.0,1.0,1.0,1.0,0.5,-5.585119247436523,1.0000002,1.0000002,1.0000002
/kaggle/input/blip-dataset/images/images/small/08/089e64c9.jpg,What are the prominent decorative elements on the clock face?,flowers,flowers,1.0,1.0,1.0,1.0,1.0,0.5,-3.1195363998413086,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/33/33d66d31.jpg,What color is the suitcase?,red,red,1.0,1.0,1.0,1.0,1.0,0.5,-3.3182480335235596,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/33/33d66d31.jpg,How many wheels are visible?,two,two,1.0,1.0,1.0,1.0,1.0,0.5,-2.6001012325286865,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/33/33d66d31.jpg,Is there a handle?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/8f/8f574278.jpg,What color is the bag?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/8f/8f574278.jpg,What is the bag's material?,plastic,plastic,1.0,1.0,1.0,1.0,1.0,0.5,-3.143596649169922,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/8f/8f574278.jpg,Is the bag empty?,no,yes,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,-6.402865886688232,0.9954854,0.9954854,0.9954854
/kaggle/input/blip-dataset/images/images/small/d8/d8fd3015.jpg,What color are the slats?,brown,brown,1.0,1.0,1.0,1.0,1.0,0.5,-3.5236427783966064,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/d8/d8fd3015.jpg,How many legs are visible?,four,four,1.0,1.0,1.0,1.0,1.0,0.5,-3.1327078342437744,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/d8/d8fd3015.jpg,Is this a loveseat or bench?,bench,bench,1.0,1.0,1.0,1.0,1.0,0.5,-5.013002872467041,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/ee/eefb14a9.jpg,What color is the background?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/ee/eefb14a9.jpg,What shape is in the middle?,heart,heart,1.0,1.0,1.0,1.0,1.0,0.5,-3.8484737873077393,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/ee/eefb14a9.jpg,Are hands displayed?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/9c/9c7df303.jpg,What shape is the knob?,round,round,1.0,1.0,1.0,1.0,1.0,0.5,-4.071728229522705,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/9c/9c7df303.jpg,What color are the screws?,silver,silver,1.0,1.0,1.0,1.0,1.0,0.5,-3.830038070678711,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/9c/9c7df303.jpg,What is the knob's finish?,satin,brushed,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,-7.042795658111572,0.93435025,0.8323506,0.88040596
/kaggle/input/blip-dataset/images/images/small/2e/2ef410af.jpg,What color is the rug?,beige,beige,1.0,1.0,1.0,1.0,1.0,0.5,-3.322582721710205,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/2e/2ef410af.jpg,Is there a plant?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/2e/2ef410af.jpg,What is on the wall?,mirror,mirror,1.0,1.0,1.0,1.0,1.0,0.5,-3.6028504371643066,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/67/67bed164.jpg,What is the case's background color?,gray,gray,1.0,1.0,1.0,1.0,1.0,0.5,-3.7175045013427734,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/67/67bed164.jpg,What word is printed on the case?,easy,easy,1.0,1.0,1.0,1.0,1.0,0.5,-4.682431697845459,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/67/67bed164.jpg,Is there a camera cutout?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/2d/2da2652b.jpg,What color are the suitcases?,blue,blue,1.0,1.0,1.0,1.0,1.0,0.5,-4.325790882110596,1.0000002,1.0000002,1.0000002
/kaggle/input/blip-dataset/images/images/small/2d/2da2652b.jpg,How many wheels does each suitcase have?,four,four,1.0,1.0,1.0,1.0,1.0,0.5,-3.1327078342437744,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/2d/2da2652b.jpg,What material are the suitcases made of?,hardside,nylon,0.0,0.0,0.0,0.0,0.0,0.0,-7.332411289215088,0.9186994,0.8056774,0.8584845
/kaggle/input/blip-dataset/images/images/small/2d/2da2652b.jpg,Are these suitcases standing?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/2d/2da2652b.jpg,What shape are the wheels?,round,round,1.0,1.0,1.0,1.0,1.0,0.5,-4.071728229522705,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/1e/1e584993.jpg,What shape is on the shoe?,heart,heart,1.0,1.0,1.0,1.0,1.0,0.5,-3.8484737873077393,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/1e/1e584993.jpg,What color are the shoelaces?,white,white,1.0,1.0,1.0,1.0,1.0,0.5,-3.35094952583313,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/1e/1e584993.jpg,What is the shoe height?,high,high,1.0,1.0,1.0,1.0,1.0,0.5,-4.579526901245117,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/b3/b3a659da.jpg,What letter is visible?,s,s,1.0,1.0,1.0,1.0,1.0,0.5,-4.408830642700195,0.9999998,0.9999998,0.9999998
/kaggle/input/blip-dataset/images/images/small/b3/b3a659da.jpg,What is the necklace material?,silver,metal,0.0,0.0,0.0,0.0,0.875,0.0,-7.051671504974365,0.9741936,0.9741936,0.9741936
/kaggle/input/blip-dataset/images/images/small/b3/b3a659da.jpg,What shape is the chain?,square,round,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-6.525707244873047,0.99907213,0.99907213,0.99907213
/kaggle/input/blip-dataset/images/images/small/37/372f5a15.jpg,What color are the accents?,orange,orange,1.0,1.0,1.0,1.0,1.0,0.5,-3.443293333053589,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/37/372f5a15.jpg,What is the primary color of the case?,black,orange,0.0,0.0,0.0,0.0,0.2,0.0,-6.1048407554626465,0.99947405,0.99947405,0.99947405
/kaggle/input/blip-dataset/images/images/small/37/372f5a15.jpg,What shape are the designs?,curves,swirl,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-6.430910587310791,0.9990555,0.9990555,0.9990555
/kaggle/input/blip-dataset/images/images/small/e1/e1e56aaa.jpg,What color is the case?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/e1/e1e56aaa.jpg,What is the design's primary element?,rose,rose,1.0,1.0,1.0,1.0,1.0,0.5,-4.687290668487549,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/e1/e1e56aaa.jpg,Is there a skeleton depicted?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/53/53c76f52.jpg,What is the case's design?,wood,stripes,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,-8.037341117858887,0.99892867,0.99892867,0.99892867
/kaggle/input/blip-dataset/images/images/small/53/53c76f52.jpg,What shape is the camera cutout?,circle,oval,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,-5.787464141845703,0.9994782,0.9994782,0.9994782
/kaggle/input/blip-dataset/images/images/small/53/53c76f52.jpg,Is the pattern vertical or horizontal?,vertical,vertical,1.0,1.0,1.0,1.0,1.0,0.5,-2.54465913772583,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/9f/9fdac0e1.jpg,What color are the flowers?,purple,purple,1.0,1.0,1.0,1.0,1.0,0.5,-3.2247114181518555,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/9f/9fdac0e1.jpg,Is there a tree?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/9f/9fdac0e1.jpg,What shape is the case?,rectangle,rectangle,1.0,1.0,1.0,1.0,1.0,0.5,-3.2299001216888428,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/96/96979efa.jpg,What color is prominent?,orange,orange,1.0,1.0,1.0,1.0,1.0,0.5,-3.443293333053589,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/96/96979efa.jpg,Is this a panel?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/96/96979efa.jpg,Is it plastic?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/6d/6d35baa2.jpg,What color are the chairs?,red,burgundy,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,-5.6714396476745605,0.80503404,0.9209335,0.85909235
/kaggle/input/blip-dataset/images/images/small/6d/6d35baa2.jpg,How many chairs exist?,two,two,1.0,1.0,1.0,1.0,1.0,0.5,-2.6001012325286865,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/6d/6d35baa2.jpg,What are the legs made of?,wood,wood,1.0,1.0,1.0,1.0,1.0,0.5,-4.525452613830566,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/e3/e39e4338.jpg,What color is the frame?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/e3/e39e4338.jpg,What number is at the top?,twelve,twelve,1.0,1.0,1.0,1.0,1.0,0.5,-3.0215866565704346,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/e3/e39e4338.jpg,Is the second hand visible?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/70/702d32ef.jpg,What word is at the top?,girl,girl,1.0,1.0,1.0,1.0,1.0,0.5,-3.956225633621216,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/70/702d32ef.jpg,What is the background material?,wood,wood,1.0,1.0,1.0,1.0,1.0,0.5,-4.525452613830566,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/70/702d32ef.jpg,What color is the phone case?,brown,brown,1.0,1.0,1.0,1.0,1.0,0.5,-3.5236427783966064,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/b0/b04dbf46.jpg,What color is the upper stripe?,pink,pink,1.0,1.0,1.0,1.0,1.0,0.5,-5.918789386749268,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/b0/b04dbf46.jpg,What hair color does the cartoon woman have?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/b0/b04dbf46.jpg,What type of case is it?,hard,case,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,-7.283507823944092,0.99906886,0.99906886,0.99906886
/kaggle/input/blip-dataset/images/images/small/d6/d6802f22.jpg,What is the scene's location?,outside,lake,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,-8.032784461975098,0.99921906,0.99921906,0.99921906
/kaggle/input/blip-dataset/images/images/small/d6/d6802f22.jpg,What is hanging from the tree?,lights,lights,1.0,1.0,1.0,1.0,1.0,0.5,-3.925549030303955,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/d6/d6802f22.jpg,Is the water reflecting?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/02/02cb4486.jpg,What shape are the stones?,square,square,1.0,1.0,1.0,1.0,1.0,0.5,-5.159968852996826,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/02/02cb4486.jpg,What color is the ring?,silver,silver,1.0,1.0,1.0,1.0,1.0,0.5,-3.830038070678711,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/02/02cb4486.jpg,Is the band complete?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/c4/c4c39375.jpg,What color dominates the case?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/c4/c4c39375.jpg,Is there a camera cutout?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/c4/c4c39375.jpg,What pattern is present?,square,stars,0.0,0.0,0.0,0.0,0.7058823529411765,0.0,-7.787935733795166,0.99932945,0.99932945,0.99932945
/kaggle/input/blip-dataset/images/images/small/b3/b39287ed.jpg,What is the case's background color?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/b3/b39287ed.jpg,What pattern is displayed?,floral,floral,1.0,1.0,1.0,1.0,1.0,0.5,-4.569777488708496,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/b3/b39287ed.jpg,What shape is the camera cutout?,triangle,oval,0.0,0.0,0.0,0.0,0.75,0.0,-6.406372547149658,0.9994434,0.9994434,0.9994434
/kaggle/input/blip-dataset/images/images/small/84/84ac9482.jpg,What letter is featured?,e,e,1.0,1.0,1.0,1.0,1.0,0.5,-5.187983989715576,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/84/84ac9482.jpg,What color is the top?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/84/84ac9482.jpg,What material is mimicked?,denim,denim,1.0,1.0,1.0,1.0,1.0,0.5,-3.525778293609619,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/52/52a52f05.jpg,What is the product's color?,nickel,silver,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,-6.662978172302246,0.976276,0.976276,0.976276
/kaggle/input/blip-dataset/images/images/small/52/52a52f05.jpg,Is there a keyhole present?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/52/52a52f05.jpg,What shape is the strikeplate?,square,round,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-6.525707244873047,0.99907213,0.99907213,0.99907213
/kaggle/input/blip-dataset/images/images/small/88/889b9628.jpg,What color is the case?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/88/889b9628.jpg,How many buttons visible?,three,two,0.0,0.0,0.0,0.0,0.9,0.0,-5.641699314117432,0.99983287,0.99983287,0.99983287
/kaggle/input/blip-dataset/images/images/small/88/889b9628.jpg,Is there a notch?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/76/76bddbcf.jpg,What is the color of the sky?,blue,blue,1.0,1.0,1.0,1.0,1.0,0.5,-4.325790882110596,1.0000002,1.0000002,1.0000002
/kaggle/input/blip-dataset/images/images/small/76/76bddbcf.jpg,What structure is in the foreground?,dock,bridge,0.0,0.0,0.0,0.0,0.8,0.0,-6.808399200439453,0.9995815,0.9995815,0.9995815
/kaggle/input/blip-dataset/images/images/small/76/76bddbcf.jpg,Is there a mountain?,yes,yes,1.0,1.0,1.0,1.0,1.0,0.5,-2.741478681564331,0.99999994,0.99999994,0.99999994
/kaggle/input/blip-dataset/images/images/small/63/633e1427.jpg,What insect is pictured?,butterfly,butterfly,1.0,1.0,1.0,1.0,1.0,0.5,-2.3257968425750732,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/63/633e1427.jpg,What color are the flowers?,yellow,yellow,1.0,1.0,1.0,1.0,1.0,0.5,-3.3291327953338623,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/63/633e1427.jpg,What is the background color?,black,black,1.0,1.0,1.0,1.0,1.0,0.5,-3.8162429332733154,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/f5/f5a40aba.jpg,What shape is the number?,curved,circle,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,-6.430305480957031,0.9996015,0.9996015,0.9996015
/kaggle/input/blip-dataset/images/images/small/f5/f5a40aba.jpg,What color is the case?,orange,orange,1.0,1.0,1.0,1.0,1.0,0.5,-3.443293333053589,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/f5/f5a40aba.jpg,How many circles are visible?,multiple,three,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,-7.302984237670898,0.999277,0.999277,0.999277
/kaggle/input/blip-dataset/images/images/small/85/85f79e27.jpg,What number is on the package?,twelve,12,0.0,0.0,0.0,0.0,1.0,0.0,-4.890219211578369,0.9982142,0.9982142,0.9982142
/kaggle/input/blip-dataset/images/images/small/85/85f79e27.jpg,What color is the top right corner?,white,blue,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,-6.222729206085205,0.9539297,0.9539297,0.9539297
/kaggle/input/blip-dataset/images/images/small/85/85f79e27.jpg,What material are these dividers?,plastic,plastic,1.0,1.0,1.0,1.0,1.0,0.5,-3.143596649169922,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/99/99dbe21a.jpg,What shape are the gemstones?,round,round,1.0,1.0,1.0,1.0,1.0,0.5,-4.071728229522705,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/99/99dbe21a.jpg,What color are the earrings?,green,green,1.0,1.0,1.0,1.0,1.0,0.5,-3.968843460083008,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/99/99dbe21a.jpg,How many earrings are shown?,two,two,1.0,1.0,1.0,1.0,1.0,0.5,-2.6001012325286865,1.0000001,1.0000001,1.0000001
/kaggle/input/blip-dataset/images/images/small/6a/6a559d73.jpg,What is the necklace's material?,silver,metal,0.0,0.0,0.0,0.0,0.875,0.0,-7.051671504974365,0.9741936,0.9741936,0.9741936
/kaggle/input/blip-dataset/images/images/small/6a/6a559d73.jpg,What shape is the pendant?,texas,texas,1.0,1.0,1.0,1.0,1.0,0.5,-4.940693378448486,0.9999999,0.9999999,0.9999999
/kaggle/input/blip-dataset/images/images/small/6a/6a559d73.jpg,What is the necklace's style?,whimsical,pendant,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,-5.245885372161865,0.8684839,0.8623457,0.86540395
/kaggle/input/blip-dataset/images/images/small/7b/7bca9b47.jpg,What color is the fire?,orange,orange,1.0,1.0,1.0,1.0,1.0,0.5,-3.443293333053589,1.0,1.0,1.0
/kaggle/input/blip-dataset/images/images/small/7b/7bca9b47.jpg,What is the cover's pattern?,bonfire,logs,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,-6.37673282623291,0.9204051,0.8255657,0.8704096
